GeographyCode,DateCode,Measurement,Units,Value,Variable
S92000003,2020-06-16,Count,NHS workforce COVID-19 absences - All staff,4582,NHS workforce COVID-19 absences - All staff
S92000003,2020-06-17,Count,NHS workforce COVID-19 absences - All staff,4657,NHS workforce COVID-19 absences - All staff
S92000003,2020-06-18,Count,NHS workforce COVID-19 absences - All staff,4727,NHS workforce COVID-19 absences - All staff
S92000003,2020-06-19,Count,NHS workforce COVID-19 absences - All staff,4809,NHS workforce COVID-19 absences - All staff
S92000003,2020-06-20,Count,NHS workforce COVID-19 absences - All staff,4610,NHS workforce COVID-19 absences - All staff
S92000003,2020-06-21,Count,NHS workforce COVID-19 absences - All staff,4598,NHS workforce COVID-19 absences - All staff
S92000003,2020-06-22,Count,NHS workforce COVID-19 absences - All staff,4309,NHS workforce COVID-19 absences - All staff
S92000003,2020-06-23,Count,NHS workforce COVID-19 absences - All staff,4429,NHS workforce COVID-19 absences - All staff
S92000003,2020-06-24,Count,NHS workforce COVID-19 absences - All staff,4545,NHS workforce COVID-19 absences - All staff
S92000003,2020-06-25,Count,NHS workforce COVID-19 absences - All staff,4606,NHS workforce COVID-19 absences - All staff
S92000003,2020-06-26,Count,NHS workforce COVID-19 absences - All staff,4714,NHS workforce COVID-19 absences - All staff
S92000003,2020-06-27,Count,NHS workforce COVID-19 absences - All staff,4538,NHS workforce COVID-19 absences - All staff
S92000003,2020-06-28,Count,NHS workforce COVID-19 absences - All staff,4504,NHS workforce COVID-19 absences - All staff
S92000003,2020-06-29,Count,NHS workforce COVID-19 absences - All staff,4061,NHS workforce COVID-19 absences - All staff
S92000003,2020-06-30,Count,NHS workforce COVID-19 absences - All staff,4193,NHS workforce COVID-19 absences - All staff
S92000003,2020-07-01,Count,NHS workforce COVID-19 absences - All staff,4106,NHS workforce COVID-19 absences - All staff
S92000003,2020-07-02,Count,NHS workforce COVID-19 absences - All staff,4235,NHS workforce COVID-19 absences - All staff
S92000003,2020-07-03,Count,NHS workforce COVID-19 absences - All staff,4303,NHS workforce COVID-19 absences - All staff
S92000003,2020-07-04,Count,NHS workforce COVID-19 absences - All staff,4109,NHS workforce COVID-19 absences - All staff
S92000003,2020-07-05,Count,NHS workforce COVID-19 absences - All staff,4137,NHS workforce COVID-19 absences - All staff
S92000003,2020-04-11,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,406,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-04-12,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,408,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-04-13,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,414,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-04-14,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,433,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-04-15,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,444,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-04-16,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,456,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-04-17,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,459,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-04-18,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,462,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-04-19,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,462,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-04-20,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,475,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-04-21,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,495,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-04-22,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,506,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-04-23,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,516,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-04-24,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,526,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-04-25,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,529,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-04-26,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,530,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-04-27,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,538,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-04-28,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,547,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-04-29,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,554,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-04-30,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,562,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-01,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,568,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-02,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,569,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-03,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,571,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-04,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,576,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-05,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,585,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-06,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,593,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-07,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,599,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-08,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,608,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-09,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,609,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-10,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,609,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-11,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,613,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-12,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,620,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-13,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,624,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-14,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,629,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-15,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,632,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-16,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,632,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-17,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,632,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-18,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,634,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-19,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,638,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-20,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,644,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-21,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,651,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-22,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,653,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-23,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,655,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-24,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,655,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-25,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,658,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-26,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,662,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-27,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,665,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-28,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,667,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-29,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,668,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-30,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,668,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-05-31,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,668,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-01,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,668,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-02,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,668,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-03,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,673,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-04,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,675,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-05,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,677,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-06,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,677,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-07,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,678,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-08,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,678,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-09,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,681,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-10,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,682,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-11,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,682,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-12,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,683,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-13,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,684,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-14,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,684,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-15,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,685,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-16,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,686,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-17,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,686,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-18,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,687,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-19,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,688,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-20,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,688,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-21,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,688,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-22,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,688,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-23,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,688,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-24,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,689,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-25,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,689,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-26,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,689,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-27,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,689,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-28,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,689,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-29,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,689,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-06-30,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,689,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-07-01,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,689,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-07-02,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,690,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-07-03,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,691,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-07-04,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,691,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-07-05,Count,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,691,Adult care homes - Cumulative number that have reported a suspected COVID-19 case
S92000003,2020-04-11,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,37,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-04-12,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,38,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-04-13,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,38,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-04-14,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,40,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-04-15,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,41,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-04-16,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,42,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-04-17,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,42,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-04-18,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,43,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-04-19,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,43,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-04-20,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,44,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-04-21,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,46,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-04-22,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,47,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-04-23,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,48,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-04-24,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,49,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-04-25,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,49,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-04-26,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,49,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-04-27,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,50,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-04-28,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,51,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-04-29,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,51,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-04-30,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,52,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-01,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,52,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-02,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,53,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-03,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,53,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-04,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,53,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-05,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,54,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-06,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,55,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-07,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,55,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-08,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,56,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-09,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,56,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-10,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,56,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-11,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,57,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-12,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,57,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-13,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,58,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-14,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,58,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-15,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,58,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-16,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,58,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-17,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,58,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-18,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,59,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-19,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,59,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-20,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,59,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-21,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,60,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-22,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,60,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-23,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,60,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-24,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,60,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-25,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,61,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-26,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,61,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-27,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,61,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-28,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,62,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-29,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,62,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-30,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,62,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-05-31,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,62,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-01,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,62,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-02,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,62,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-03,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,62,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-04,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,62,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-05,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,63,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-06,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,63,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-07,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,63,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-08,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,63,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-09,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,63,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-10,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,63,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-11,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,63,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-12,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,63,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-13,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,63,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-14,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,63,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-15,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,63,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-16,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,63,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-17,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,63,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-18,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,63,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-19,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,64,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-20,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,64,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-21,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,64,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-22,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,64,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-23,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,64,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-24,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,64,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-25,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,64,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-26,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,64,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-27,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,64,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-28,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,64,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-29,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,64,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-06-30,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,64,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-07-01,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,64,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-07-02,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,64,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-07-03,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,64,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-07-04,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,64,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-07-05,Ratio,Adult care homes - Proportion that have reported a suspected COVID-19 case,64,Adult care homes - Proportion that have reported a suspected COVID-19 case
S92000003,2020-04-11,Count,Adult care homes - Cumulative number that have reported more than one suspected COVID-19 case,202,Adult care homes - Cumulative number that have reported more than one suspected COVID-19 case
